text_input,output
<mml:msub>\n<mml:mi>Κ</mml:mi>\n<mml:mrow>\n<mml:mi>ρ</mml:mi>\n<mml:mi>2</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mfrac>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>Ζ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mrow>\n<mml:msub>\n<mml:mi>g</mml:mi>\n<mml:mi>Ω</mml:mi>\n</mml:msub>\n<mml:mo>-</mml:mo>\n<mml:mn>1</mml:mn>\n</mml:mrow>\n</mml:mfenced>\n</mml:mrow>\n</mml:mfrac>\n</mml:mrow>,"Κ_ρ2 = Symbol('Κ_ρ2')\nΖ = Symbol('Ζ')\ng_Ω = Symbol('g_Ω')\ne = Eq(Κ_ρ2, log(Ζ)/log(g_Ω - 1))"
<mml:mi>Μ</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msup>\n<mml:mtext>exp</mml:mtext>\n<mml:msub>\n<mml:mi>u</mml:mi>\n<mml:mrow>\n<mml:mi>Ο</mml:mi>\n<mml:mi>y</mml:mi>\n<mml:mi>U</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:msup>\n<mml:mo>+</mml:mo>\n<mml:msup>\n<mml:mrow>\n<mml:mi>tan</mml:mi>\n<mml:mfenced>\n<mml:mrow>\n<mml:mi>Y</mml:mi>\n<mml:mi>υ</mml:mi>\n</mml:mrow>\n</mml:mfenced>\n</mml:mrow>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:mrow>\n<mml:mfrac>\n<mml:mi>Τ</mml:mi>\n<mml:mi>Ε</mml:mi>\n</mml:mfrac>\n</mml:mrow>\n</mml:mfenced>\n</mml:mrow>\n</mml:msup>\n</mml:mrow>,"Μ = Symbol('Μ')\nu_ΟyU = Symbol('u_ΟyU')\nΤ = Symbol('Τ')\nΕ = Symbol('Ε')\nY = Symbol('Y')\nυ = Symbol('υ')\ne = Eq(Μ, exp(u_ΟyU) + tan(Y*υ)**cos(Τ/Ε))"
<mml:msub>\n<mml:mi>θ</mml:mi>\n<mml:mi>9</mml:mi>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:msqrt>\n<mml:msub>\n<mml:mi>Λ</mml:mi>\n<mml:mrow>\n<mml:mi>A</mml:mi>\n<mml:mi>κ</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:msqrt>\n</mml:mrow>\n<mml:mo>+</mml:mo>\n<mml:msqrt>\n<mml:msub>\n<mml:mi>χ</mml:mi>\n<mml:mrow>\n<mml:mi>z</mml:mi>\n<mml:mi>w</mml:mi>\n<mml:mi>f</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:msqrt>\n</mml:mrow>,"θ_9 = Symbol('θ_9')\nΛ_Aκ = Symbol('Λ_Aκ')\nχ_zwf = Symbol('χ_zwf')\ne = Eq(θ_9, -sqrt(Λ_Aκ) + sqrt(χ_zwf))"
<mml:msub>\n<mml:mi>β</mml:mi>\n<mml:mi>Ω</mml:mi>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:msqrt>\n<mml:msub>\n<mml:mi>λ</mml:mi>\n<mml:mrow>\n<mml:mi>X</mml:mi>\n<mml:mi>δ</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:msqrt>\n</mml:mrow>\n<mml:mo>+</mml:mo>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>t</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>ζ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"β_Ω = Symbol('β_Ω')\nλ_Xδ = Symbol('λ_Xδ')\nt = Symbol('t')\nζ = Symbol('ζ')\ne = Eq(β_Ω, -sqrt(λ_Xδ) + log(t) - sin(ζ))"
<mml:msub>\n<mml:mi>j</mml:mi>\n<mml:mi>h</mml:mi>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msqrt>\n<mml:mi>p</mml:mi>\n</mml:msqrt>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>Y</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"j_h = Symbol('j_h')\np = Symbol('p')\nY = Symbol('Y')\ne = Eq(j_h, sqrt(p)*log(Y))"
<mml:mi>Ν</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msub>\n<mml:mi>Λ</mml:mi>\n<mml:mrow>\n<mml:mi>Α</mml:mi>\n<mml:mi>Θ</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:msup>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>ο</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:mrow>\n<mml:mi>l</mml:mi>\n<mml:mi>z</mml:mi>\n</mml:mrow>\n</mml:mfenced>\n</mml:mrow>\n</mml:msup>\n</mml:mrow>,"Ν = Symbol('Ν')\nΛ_ΑΘ = Symbol('Λ_ΑΘ')\nl = Symbol('l')\nz = Symbol('z')\nο = Symbol('ο')\ne = Eq(Ν, Λ_ΑΘ*sin(ο)**cos(l*z))"
<mml:mi>x</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msqrt>\n<mml:mi>Κ</mml:mi>\n</mml:msqrt>\n<mml:mo>-</mml:mo>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:msup>\n<mml:mi>b</mml:mi>\n<mml:mn>8</mml:mn>\n</mml:msup>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"x = Symbol('x')\nΚ = Symbol('Κ')\nb = Symbol('b')\ne = Eq(x, sqrt(Κ) - cos(b**8))"
<mml:mi>τ</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mfrac>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:msub>\n<mml:mi>Ι</mml:mi>\n<mml:mrow>\n<mml:mi>δ</mml:mi>\n<mml:mi>H</mml:mi>\n<mml:mi>β</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:mfenced>\n</mml:mrow>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:msup>\n<mml:msub>\n<mml:mi>M</mml:mi>\n<mml:mrow>\n<mml:mi>δ</mml:mi>\n<mml:mi>μ</mml:mi>\n<mml:mi>Κ</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mn>2</mml:mn>\n</mml:msup>\n</mml:mfenced>\n</mml:mrow>\n</mml:mfrac>\n</mml:mrow>,"τ = Symbol('τ')\nΙ_δHβ = Symbol('Ι_δHβ')\nM_δμΚ = Symbol('M_δμΚ')\ne = Eq(τ, log(Ι_δHβ)/sin(M_δμΚ**2))"
<mml:mi>Υ</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:msqrt>\n<mml:msub>\n<mml:mi>O</mml:mi>\n<mml:mrow>\n<mml:mi>Θ</mml:mi>\n<mml:mi>A</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:msqrt>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>Σ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:msup>\n<mml:mtext>exp</mml:mtext>\n<mml:msup>\n<mml:mi>Ο</mml:mi>\n<mml:mn>2</mml:mn>\n</mml:msup>\n</mml:msup>\n</mml:mrow>,"Υ = Symbol('Υ')\nO_ΘA = Symbol('O_ΘA')\nΣ = Symbol('Σ')\nΟ = Symbol('Ο')\ne = Eq(Υ, sqrt(O_ΘA)*sin(Σ) - exp(Ο**2))"
<mml:msub>\n<mml:mi>s</mml:mi>\n<mml:mi>Ι</mml:mi>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:msup>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:msub>\n<mml:mi>d</mml:mi>\n<mml:mrow>\n<mml:mi>ο</mml:mi>\n<mml:mi>7</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:mfenced>\n</mml:mrow>\n<mml:mi>Ι</mml:mi>\n</mml:msup>,"s_Ι = Symbol('s_Ι')\nΙ = Symbol('Ι')\nd_ο7 = Symbol('d_ο7')\ne = Eq(s_Ι, cos(d_ο7)**Ι)"
<mml:mi>L</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>l</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:mi>p</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"L = Symbol('L')\nl = Symbol('l')\np = Symbol('p')\ne = Eq(L, sin(l)*cos(p))"
<mml:mi>F</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:msup>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:msub>\n<mml:mi>Ρ</mml:mi>\n<mml:mi>x</mml:mi>\n</mml:msub>\n</mml:mfenced>\n</mml:mrow>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:msup>\n<mml:mi>Θ</mml:mi>\n<mml:mn>8</mml:mn>\n</mml:msup>\n</mml:mfenced>\n</mml:mrow>\n</mml:msup>,"F = Symbol('F')\nΘ = Symbol('Θ')\nΡ_x = Symbol('Ρ_x')\ne = Eq(F, log(Ρ_x)**cos(Θ**8))"
<mml:msub>\n<mml:mi>K</mml:mi>\n<mml:mrow>\n<mml:mi>V</mml:mi>\n<mml:mi>A</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msub>\n<mml:mi>ρ</mml:mi>\n<mml:mi>N</mml:mi>\n</mml:msub>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>σ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"K_VA = Symbol('K_VA')\nρ_N = Symbol('ρ_N')\nσ = Symbol('σ')\ne = Eq(K_VA, ρ_N*log(σ))"
<mml:mi>W</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:mi>Ξ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mo>+</mml:mo>\n<mml:mrow>\n<mml:mfrac>\n<mml:mn>8</mml:mn>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:mi>Π</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mfrac>\n</mml:mrow>\n</mml:mrow>,"W = Symbol('W')\nΞ = Symbol('Ξ')\nΠ = Symbol('Π')\ne = Eq(W, cos(Ξ) + 8/cos(Π))"
<mml:msub>\n<mml:mi>σ</mml:mi>\n<mml:mi>2</mml:mi>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:msub>\n<mml:mi>Ζ</mml:mi>\n<mml:mrow>\n<mml:mi>E</mml:mi>\n<mml:mi>1</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:mfenced>\n</mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:mrow>\n<mml:mi>tan</mml:mi>\n<mml:mfenced>\n<mml:mi>Κ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"σ_2 = Symbol('σ_2')\nΖ_E1 = Symbol('Ζ_E1')\nΚ = Symbol('Κ')\ne = Eq(σ_2, sin(Ζ_E1) - tan(Κ))"
<mml:msub>\n<mml:mi>Γ</mml:mi>\n<mml:mrow>\n<mml:mi>r</mml:mi>\n<mml:mi>ν</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:msub>\n<mml:mi>Χ</mml:mi>\n<mml:mrow>\n<mml:mi>Φ</mml:mi>\n<mml:mi>μ</mml:mi>\n<mml:mi>V</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mrow>\n<mml:mi>s</mml:mi>\n<mml:mo>-</mml:mo>\n<mml:msub>\n<mml:mi>Ω</mml:mi>\n<mml:mrow>\n<mml:mi>ν</mml:mi>\n<mml:mi>W</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:mrow>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>\n<mml:mo>+</mml:mo>\n<mml:msup>\n<mml:mtext>exp</mml:mtext>\n<mml:mtext>exp</mml:mtext>\n</mml:msup>\n</mml:mrow>,"Γ_rν = Symbol('Γ_rν')\nΧ_ΦμV = Symbol('Χ_ΦμV')\ns = Symbol('s')\nΩ_νW = Symbol('Ω_νW')\ne = Eq(Γ_rν, -Χ_ΦμV*sin(s - Ω_νW) + exp(E))"
<mml:mi>n</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mfrac>\n<mml:msqrt>\n<mml:mi>Υ</mml:mi>\n</mml:msqrt>\n<mml:mrow>\n<mml:mi>ο</mml:mi>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>y</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>\n</mml:mfrac>\n</mml:mrow>,"n = Symbol('n')\nΥ = Symbol('Υ')\nο = Symbol('ο')\ny = Symbol('y')\ne = Eq(n, sqrt(Υ)/(ο*log(y)))"
<mml:mi>Ω</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:msup>\n<mml:mi>φ</mml:mi>\n<mml:mrow>\n<mml:mfrac>\n<mml:mrow>\n<mml:mi>cos</mml:mi>\n<mml:mfenced>\n<mml:mi>P</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mn>2</mml:mn>\n</mml:mfrac>\n</mml:mrow>\n</mml:msup>,"Ω = Symbol('Ω')\nP = Symbol('P')\nφ = Symbol('φ')\ne = Eq(Ω, φ**(cos(P)/2))"
<mml:mi>D</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msup>\n<mml:mtext>exp</mml:mtext>\n<mml:mtext>exp</mml:mtext>\n</mml:msup>\n<mml:msup>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>D</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:msup>\n<mml:mtext>exp</mml:mtext>\n<mml:msub>\n<mml:mi>ζ</mml:mi>\n<mml:mrow>\n<mml:mi>u</mml:mi>\n<mml:mi>K</mml:mi>\n<mml:mi>θ</mml:mi>\n</mml:mrow>\n</mml:msub>\n</mml:msup>\n</mml:msup>\n</mml:mrow>,"D = Symbol('D')\nζ_uKθ = Symbol('ζ_uKθ')\ne = Eq(D, exp(E)*sin(D)**exp(ζ_uKθ))"
<mml:msub>\n<mml:mi>B</mml:mi>\n<mml:mi>Ι</mml:mi>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mfrac>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>Κ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:msup>\n<mml:mi>T</mml:mi>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>ρ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:msup>\n</mml:mfrac>\n</mml:mrow>,"B_Ι = Symbol('B_Ι')\nΚ = Symbol('Κ')\nρ = Symbol('ρ')\nT = Symbol('T')\ne = Eq(B_Ι, sin(Κ)/T**log(ρ))"
<mml:mi>Ι</mml:mi>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mi>sin</mml:mi>\n<mml:mfenced>\n<mml:mi>Δ</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mo>+</mml:mo>\n<mml:mn>8</mml:mn>\n</mml:mrow>,"Ι = Symbol('Ι')\nΔ = Symbol('Δ')\ne = Eq(Ι, sin(Δ) + 8)"
<mml:msub>\n<mml:mi>Ρ</mml:mi>\n<mml:mrow>\n<mml:mi>M</mml:mi>\n<mml:mi>u</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:msup>\n<mml:mtext>exp</mml:mtext>\n<mml:mi>Ψ</mml:mi>\n</mml:msup>\n<mml:mo>+</mml:mo>\n<mml:mrow>\n<mml:mi>log</mml:mi>\n<mml:mfenced>\n<mml:mi>Ι</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n</mml:mrow>,"Ρ_Mu = Symbol('Ρ_Mu')\nΨ = Symbol('Ψ')\nΙ = Symbol('Ι')\ne = Eq(Ρ_Mu, exp(Ψ) + log(Ι))"
<mml:msub>\n<mml:mi>f</mml:mi>\n<mml:mrow>\n<mml:mi>Υ</mml:mi>\n<mml:mi>ι</mml:mi>\n<mml:mi>f</mml:mi>\n</mml:mrow>\n</mml:msub>\n<mml:mo>=</mml:mo>\n<mml:mrow>\n<mml:mrow>\n<mml:mi>tan</mml:mi>\n<mml:mfenced>\n<mml:mi>j</mml:mi>\n</mml:mfenced>\n</mml:mrow>\n<mml:mo>-</mml:mo>\n<mml:mn>7</mml:mn>\n</mml:mrow>,"f_Υιf = Symbol('f_Υιf')\nj = Symbol('j')\ne = Eq(f_Υιf, tan(j) - 7)"
